cur_n,cur_mean,cur_std,cur_S,next_n,next_mean,next_std,next_S
30801000.0,-0.023480408707286744,0.07350403949187366,166412.99254980765,30801000.0,-0.023437709868408922,0.07014873764942454,151566.95897467382
30801000.0,-0.023768346269783195,0.08045379912272442,199369.1376468078,30801000.0,-0.023730266709718846,0.07577723446633422,176865.17150092972
30801000.0,-0.033095935587657874,0.12149719496329518,454671.0677940119,30801000.0,-0.03301226261868587,0.11507570667044918,407879.7250019262
30801000.0,0.032180087467581345,0.13329866327454926,547288.6043617062,30801000.0,0.03239851230323987,0.12253349735607935,462460.32006679336
30801000.0,0.03226876758033627,0.13898526658369548,594979.9701864271,30801000.0,0.032492589432564924,0.1259542425024208,488641.57756544993
30801000.0,0.048842223353003256,0.20491128505854345,1293291.9387605286,30801000.0,0.049189674847329036,0.18571471094168615,1062325.0688466046
