time,throttle,torque_x,torque_y,torque_z
0.0,7.840000000000001,0.3499751991881568,0.06361138086084116,0.32315715777511284
0.02,7.841114893922033,0.08143379822191552,0.05337100166292035,0.1999044803810417
0.04,7.851765839424117,0.006161487963253783,0.04572307633839017,0.11452424625639905
0.06,7.877439192139994,-0.014471523999378786,0.038233096360892116,0.05836115452658609
0.08,7.918327412401203,-0.01982089518884645,0.031273081445561096,0.02230880120163815
0.1,7.973495167592843,-0.020908389949037685,0.025191409350115507,-0.0003987356982114638
0.12000000000000001,8.041992303378777,-0.02085753595162697,0.020081248198601243,-0.014378009487993736
0.14,8.122954725150258,-0.020566047208335613,0.0158794913124896,-0.022692243507715027
0.16,8.215558435756748,-0.02027971756201109,0.012458854671185786,-0.027349945151382355
0.18,8.318984879136009,-0.02004859277640222,0.009679036620242857,-0.02966032509141472
0.19999999999999998,8.432407653618537,-0.019865098241216843,0.00741041255732169,-0.03047360959094234
0.21999999999999997,8.554991715857293,-0.019707721534676023,0.005542805309881928,-0.030340543180480198
0.23999999999999996,8.685898328894915,-0.019554599942663713,0.003986952607965073,-0.02961724462246874
0.25999999999999995,8.824292239854184,-0.01938764524186033,0.002672707716610948,-0.02853382444197155
0.27999999999999997,8.969349498842448,-0.01919314427116142,0.0015460971785300592,-0.02723904763770444
0.3,9.120265248349593,-0.018961401586608268,0.0005662262174661973,-0.02582930165202888
0.32,9.276261230243842,-0.018686193198395536,-0.00029753999685723227,-0.024367312661715584
0.34,9.436592851023333,-0.018363941271549628,-0.001067940594804402,-0.022894154379372544
0.36000000000000004,9.600555700062316,-0.017993133714681663,-0.0017617340831675725,-0.02143695598640043
0.38000000000000006,9.767491435949026,-0.01757396310789273,-0.0023912083833029134,-0.020013821544525433
0.4000000000000001,9.936792876842924,-0.017107754462042525,-0.002965327413281868,-0.018636927557755242
0.4200000000000001,10.107908169090726,-0.01659680266084071,-0.0034906057972858163,-0.017314500748743383
0.4400000000000001,10.280343922923596,-0.01604412507324912,-0.003971750151934686,-0.016052036674866717
0.46000000000000013,10.453667187640585,-0.015453302188792432,-0.004412121825331833,-0.014853045445272977
0.48000000000000015,10.627506216423702,-0.014828389559918803,-0.004814066588548892,-0.0137194943292216
0.5000000000000001,10.801550013506189,-0.01417384030762497,-0.005179142170291123,-0.01265205880083905
0.5200000000000001,10.975546718854737,-0.013494550329844548,-0.005508286682821124,-0.011650266339379494
0.5400000000000001,11.1493009222434,-0.012795838661877178,-0.005801947570462399,-0.010712586695441484
0.5600000000000002,11.322670039899412,-0.012083380954344388,-0.006060205179177296,-0.009836544100748431
0.5800000000000002,11.495559959655182,-0.011363258332211206,-0.006282909691278404,-0.009018878125291707
0.6000000000000002,11.667920145186027,-0.010641794207840975,-0.006469831581754207,-0.00825576978746599
0.6200000000000002,11.839738398150052,-0.009925419321653032,-0.006620818629986284,-0.007543119482618029
0.6400000000000002,12.01103549721185,-0.009220483028446464,-0.006735931249984332,-0.006876814150534352
0.6600000000000003,12.18185990206739,-0.008533108431555384,-0.006815531265216603,-0.00625293200915454
0.6800000000000003,12.352282692476718,-0.007869019464487705,-0.006860299977437813,-0.005667828830612126
0.7000000000000003,12.522392917122962,-0.00723354879011904,-0.00687119781506459,-0.0051181399352135904
0.7200000000000003,12.692293510378676,-0.00663156489474075,-0.0068493774089477535,-0.004600734324669548
0.7400000000000003,12.862097943663178,-0.0060449521362496315,-0.006805595779470011,-0.004149577283548932
0.7600000000000003,13.031927751762035,-0.005373438143069964,-0.006781068319538442,-0.003923665114524502
0.7800000000000004,13.201910958322683,-0.004638164505562379,-0.00676268157375701,-0.0038733409394383685
0.8000000000000004,13.37218211894844,-0.0038764299557003676,-0.006733317661910173,-0.003930816203071406
0.8200000000000004,13.542884615568543,-0.0031198128912040984,-0.0066852973835592,-0.004039915177464728
0.8400000000000004,13.71417001706533,-0.0023901086019272708,-0.006673655922066723,-0.0041163491524978234
0.8600000000000004,13.88613938330603,-0.0016976132370753554,-0.006707235900547148,-0.00414165897855863
0.8800000000000004,14.058763763950788,-0.0010449104483814904,-0.006774904301458725,-0.00412955343179661
0.9000000000000005,14.231862973017268,-0.00043014861795313884,-0.006865610007706278,-0.00410060728616594
0.9200000000000005,14.405109913217622,0.00015050021332385717,-0.0069687318989945235,-0.004076322054173687
0.9400000000000005,14.578042432626587,0.0007012463280997208,-0.007075193754170415,-0.004075157643229675
0.9600000000000005,14.750080166353214,0.0012258742892991567,-0.007177271317718233,-0.004111394364118401
0.9800000000000005,14.920544336469401,0.0017274490699099967,-0.007269640263277995,-0.00419437655514661
1.0000000000000004,15.088678525647476,0.002208322161725329,-0.007349268200445959,-0.004329176526403586
1.0200000000000005,15.253668170139829,0.002670250325695809,-0.007414796190872011,-0.0045177286478679905
1.0400000000000005,15.414658320513452,0.0031145397418397593,-0.00746598933267698,-0.004759826819833682
1.0600000000000005,15.570769957941971,0.003542176731693201,-0.007503236758815835,-0.005053940254426851
1.0800000000000005,15.721115289369278,0.003953939381307604,-0.0075271652529864015,-0.005397798050137709
1.1000000000000005,15.864812480973137,0.004350459678786361,-0.007538373731494827,-0.005788766453894674
1.1200000000000006,16.001000170977054,0.004732283089380648,-0.007537255342925354,-0.006224064869706436
1.1400000000000006,16.12885194913705,0.005099899217617175,-0.007523912546944886,-0.0067008824061251734
1.1600000000000006,16.247590813635874,0.005453740543161895,-0.007498115752309617,-0.007216403122331271
1.1800000000000006,16.356503451367978,0.00579418555480031,-0.007459301420463937,-0.0077677932752522535
