time,x,y,z,vx,vy,vz,phi,theta,psi,p,q,r,dot_phi,dot_theta,dot_psi
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.016593148789225628,0.0029931626402463214,0.007846861850486454,1.6560494823324738,0.30971924493313746,0.7818620550594555,1.6584047893024314,0.296703649930883,0.7868969280740413
0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0535712945200625,0.01128567764469961,0.028620069855393684,2.0250990875062036,0.5974204409978408,1.263758448785365,2.0397026379150214,0.5288945841441545,1.2940171493245256
0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.09459748893087612,0.02376589139007282,0.057661189312395014,2.025024546598653,0.8655248762932644,1.537864560958343,2.0633600436015214,0.7163938588037496,1.6131987381388555
0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.13510957879805136,0.03962298683269387,0.09187054305979583,1.9165500419147876,1.1031671814934962,1.6753900430203195,1.9882543366263818,0.8674403699185272,1.8101376569453567
0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.17385312081398308,0.05819050587405394,0.12923949972894405,1.7743200216821322,1.306178323321714,1.725334220078656,1.886478892662627,0.988042429438177,1.9285309832251778
0.12000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.21049779033644722,0.07891287283933134,0.16847940157939462,1.6209649477424029,1.4753417615895448,1.720203906545244,1.7783680216966284,1.0833456002879944,1.996715510935533
0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.2449755452769261,0.10132973388773349,0.20876681788345947,1.4641609179124477,1.6137327259684628,1.681255063780976,1.6697986239928821,1.1577927592711177,2.0328685872658316
0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.2772946764879632,0.12506234778052017,0.24957609775821724,1.3069805071494323,1.7251527664328856,1.622279118159406,1.562512845921509,1.2151446657646616,2.048575559301906
0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.3074863870431065,0.14980061006434725,0.2905710805820444,1.1509319789294155,1.8133680070208933,1.5521734767989026,1.4570528283953106,1.25852941733674,2.051184952933472
