r,att_out,pos_out
-5.117744764371959,0,0
-4.95666944441082,0,0
-4.802535100191224,0,0
-4.678008868417677,0,0
-4.556135690031158,0,0
-4.449016187374516,0,0
-4.357267702969799,0,0
-4.287043561310742,0,0
-4.21186443282028,0,0
-4.15105722013835,0,0
-4.092528712912076,0,0
-4.043930335459551,0,0
-4.001227920346721,0,0
-3.9629106733800312,0,0
-3.9299645453275613,0,0
-3.9028903797208465,0,0
-3.8783876119386553,0,0
-3.8569241778566465,0,0
-3.8383950303997727,0,0
-3.8240197489434995,0,0
-3.8107528363322163,0,0
-3.7996609937102557,0,0
-3.7899234011748457,0,0
-3.781748015604994,0,0
-3.775899694712667,0,0
-3.7715729230620405,0,0
-3.7672881573909835,0,0
-3.7627249253599224,0,0
-3.759300737838954,0,0
-3.756063483708156,0,0
-3.753425353804104,0,0
-3.749594483768752,0,0
-3.746843551945529,0,0
-3.7447251805087656,0,0
-3.7422834147391746,0,0
-3.740554269220088,0,0
-3.738453391801716,0,0
-3.7358864928855415,0,0
-3.733968065450169,0,0
-3.7314486277499275,0,0
-3.7302914832821976,0,0
-3.728404867923137,0,0
-3.7266552988804795,0,0
-3.7259175119762715,0,0
-3.7243329194255375,0,0
-3.723785652547878,0,0
-6.422637261871594,0,0
-6.2435692389721815,0,0
-6.06107162192838,0,0
-5.899750790459195,0,0
-5.719828404573207,0,0
-5.564030818625069,0,0
-5.381371469153926,0,0
-5.208678864482476,0,0
-5.069554518010123,0,0
-4.94267143440577,0,0
-4.812424653528237,0,0
-4.7119563056569165,0,0
-4.637845380282151,0,0
-4.555733419513018,0,0
-4.486690532891922,0,0
-4.424290231736505,0,0
-4.368586923677108,0,0
-4.321126851782973,0,0
-4.279067457760843,0,0
-4.242439810470619,0,0
-4.211141134992236,0,0
-4.183108846551255,0,0
-4.159438131862615,0,0
-4.140106055343568,0,0
-4.122974981533808,0,0
-4.10783003506015,0,0
-4.0950740331546305,0,0
-4.085394128793523,0,0
-4.076980557131866,0,0
-4.070243410704407,0,0
-4.065253705859667,0,0
-4.05970002766954,0,0
-4.055222632957769,0,0
-4.051172974326346,0,0
-4.047530353642478,0,0
-4.043419702229266,0,0
-4.040277285792272,0,0
-4.037529961211981,0,0
-4.0349705455317135,0,0
-4.032366797900255,0,0
-4.028787669912485,0,0
-4.027598418156125,0,0
-4.025579525439035,0,0
-4.023114949594844,0,0
-4.021087510270573,0,0
-4.018099400435259,0,0
-4.01626860117388,0,0
-4.014560804283542,0,0
-4.012421459559396,0,0
-4.0121713693271746,0,0
-4.011173098133502,0,0
-7.001769637397465,0,0
-6.794748732191103,0,0
-6.591741981178025,0,0
-6.414915211591021,0,0
-6.220212120572706,0,0
-6.02105356302499,0,0
-5.822172115937017,0,0
-5.633349094039199,0,0
-5.472046176386214,0,0
-5.347903599626581,0,0
-5.2224698022812355,0,0
-5.1122236546442545,0,0
-5.015381054634125,0,0
-4.917708418308216,0,0
-4.84303399620834,0,0
-4.771351748980897,0,0
-4.714166685744015,0,0
-4.660449459155918,0,0
-4.620866518297546,0,0
-4.582165593698706,0,0
-4.546542109747796,0,0
-4.516442473591049,0,0
-4.491324254570006,0,0
-4.468630544905,0,0
-4.448415380069191,0,0
-4.431815275827825,0,0
-4.417742265504876,0,0
-4.406425135620135,0,0
-4.396982203177161,0,0
-4.388342984247564,0,0
-4.38201358952604,0,0
-4.376589707336906,0,0
-4.371334288632258,0,0
-4.366777203478691,0,0
-4.362212580547457,0,0
-4.3575040326286985,0,0
-4.355002018080125,0,0
-4.35167872036607,0,0
-4.348341678876997,0,0
-4.345740364994519,0,0
-4.3425823330900535,0,0
-4.340386185936103,0,0
-4.338502505851664,0,0
-4.336326348251677,0,0
-4.333057664240316,0,0
-4.331163383253958,0,0
-4.32860343719093,0,0
-4.327318694028509,0,0
-4.326063077663346,0,0
-4.324332692702925,0,0
-4.32379604256975,0,0
-7.613649715409846,0,0
-7.386836190149362,0,0
-7.153214661291071,0,0
-6.965028828300206,0,0
-6.760012715747195,0,0
-6.534963712497493,0,0
-6.312153074978681,0,0
-6.106249478570334,0,0
-5.926382657921342,0,0
-5.777469917952833,0,0
-5.6485712552860905,0,0
-5.5254570292267475,0,0
-5.415072854992287,0,0
-5.321281230338356,0,0
-5.245827324169067,0,0
-5.16871369446896,0,0
-5.103829834514648,0,0
-5.036558034383474,0,0
-4.98459200903803,0,0
-4.941516767712542,0,0
-4.902332583054601,0,0
-4.869164871897436,0,0
-4.840443135170485,0,0
-4.814772189275515,0,0
-4.792463597020946,0,0
-4.774335232366395,0,0
-4.7596558391660455,0,0
-4.753779546787163,0,0
-4.742930650012877,0,0
-4.7341238791839535,0,0
-4.726769389967925,0,0
-4.720546728295205,0,0
-4.714618562790426,0,0
-4.709801389685725,0,0
-4.705036148580039,0,0
-4.700249545668349,0,0
-4.696239382606907,0,0
-4.6929562787389525,0,0
-4.689845184688095,0,0
-4.686403818126513,0,0
-4.683905388816302,0,0
-4.681449020640669,0,0
-4.67874515586557,0,0
-4.676344091071912,0,0
-4.674155414665049,0,0
-4.671988892744539,0,0
-4.670179289266756,0,0
-4.668485575630759,0,0
-4.666787107862767,0,0
-4.665892942168838,0,0
-4.665207331659361,0,0
