k11,k12,k13,k21,k22,k23,gamma,lambda
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.271709442138672,8.755801916122437,17.12274432182312,0.2184152603149414,0.0241934135556221,0.0368441104888916,2.52812123298645,2.7465336322784424
27.24010944366455,8.73324990272522,17.111382484436035,0.21822636127471925,0.024306748807430268,0.036815237998962407,2.525768995285034,2.7418553829193115
27.26961612701416,8.758584260940552,17.121431827545166,0.21838877201080323,0.024176396429538727,0.036857911944389345,2.527843713760376,2.746239423751831
27.236199378967285,8.726441860198975,17.11039423942566,0.2182187557220459,0.024344056844711304,0.03679535686969757,2.5256102085113525,2.741318464279175
27.26989984512329,8.758205771446228,17.121727466583252,0.21839122772216799,0.024177272617816926,0.03685612082481384,2.527860641479492,2.7462637424468994
27.250678539276123,8.741168975830078,17.11542844772339,0.21829016208648683,0.02426794320344925,0.03682588040828705,2.526554822921753,2.743410110473633
27.27010726928711,8.75844955444336,17.121741771697998,0.21839230060577394,0.024176317453384402,0.03685668706893921,2.5278782844543457,2.74629807472229
27.25785255432129,8.746193051338196,17.11798667907715,0.218333101272583,0.024242886900901796,0.03683231770992279,2.527092218399048,2.744469404220581
27.270565032958984,8.758503794670105,17.12189555168152,0.21839599609375002,0.024176493287086487,0.03685614168643952,2.5279242992401123,2.7463676929473877
27.26032257080078,8.74772846698761,17.118858098983765,0.21834843158721925,0.024235318601131442,0.036833840608596805,2.527283191680908,2.74483585357666
27.2708797454834,8.75849187374115,17.122018337249756,0.21839864253997804,0.02417680472135544,0.03685557842254639,2.5279555320739746,2.7464141845703125
27.262794971466064,8.749344944953918,17.119725942611694,0.21836345195770265,0.024227187037467957,0.036835628747940066,2.527470350265503,2.7452023029327393
27.271275520324707,8.758468627929688,17.122150659561157,0.21840219497680666,0.024177500605583192,0.0368548184633255,2.5279996395111084,2.746476173400879
27.265725135803223,8.75122845172882,17.12074875831604,0.21838138103485108,0.024217660725116733,0.036837565898895266,2.527693271636963,2.745638608932495
27.271575927734375,8.758344650268555,17.12226629257202,0.21840527057647707,0.02417861968278885,0.03685383796691895,2.528035879135132,2.74652361869812
27.266225814819336,8.75124454498291,17.120949029922485,0.2183856248855591,0.024217894673347475,0.03683670163154602,2.5277421474456787,2.745715856552124
27.271761894226074,8.758178949356079,17.12236762046814,0.21840736865997315,0.024179685115814212,0.036852896213531494,2.5280585289001465,2.7465507984161377
27.265746593475342,8.750467300415039,17.120819091796875,0.21838455200195314,0.02422233819961548,0.03683455586433411,2.5277228355407715,2.7456490993499756
27.27189540863037,8.75800907611847,17.12245225906372,0.21840903759002686,0.024180693924427035,0.036852025985717775,2.5280754566192627,2.7465696334838867
27.264986038208008,8.74946653842926,17.120593786239624,0.21838200092315674,0.024227984249591827,0.03683203756809235,2.527684450149536,2.74554181098938
27.272000312805176,8.757845163345337,17.12252378463745,0.2184105157852173,0.024181666970252993,0.03685121536254883,2.528090000152588,2.7465856075286865
27.264223098754883,8.748478293418884,17.120356559753418,0.21837937831878662,0.024233590066432956,0.03682955205440521,2.5276453495025635,2.7454349994659424
27.272098064422607,8.757688403129578,17.1225905418396,0.21841187477111818,0.024182617664337158,0.036850443482398985,2.528104066848755,2.7465999126434326
27.263550758361816,8.747584819793701,17.120143175125122,0.2183772325515747,0.02423871457576752,0.03682725131511688,2.5276129245758057,2.745342254638672
27.272181510925293,8.757548332214355,17.122644186019897,0.2184130907058716,0.024183493852615357,0.036849766969680786,2.528116226196289,2.746612548828125
27.2629976272583,8.746826648712158,17.11996078491211,0.21837561130523683,0.024243111908435824,0.03682523965835571,2.527587890625,2.745267391204834
27.272253036499023,8.757415413856506,17.122689485549927,0.21841421127319338,0.02418434172868729,0.03684912621974945,2.528127908706665,2.746623992919922
27.26245880126953,8.746088743209839,17.11977481842041,0.21837408542633058,0.024247419834136964,0.03682326078414917,2.527564287185669,2.7451958656311035
27.2723126411438,8.757292032241821,17.122725248336792,0.2184151887893677,0.02418513596057892,0.036848539113998414,2.5281381607055664,2.746634006500244
27.261881828308105,8.7453293800354,17.1195650100708,0.21837229728698732,0.024251851439476016,0.036821249127388,2.5275380611419678,2.745119571685791
27.27236270904541,8.75718355178833,17.12275981903076,0.21841604709625245,0.024185830354690553,0.03684802651405335,2.528146743774414,2.7466421127319336
27.261595726013184,8.74487578868866,17.119444608688354,0.21837184429168702,0.02425462603569031,0.0368198573589325,2.5275301933288574,2.745086908340454
27.27241277694702,8.757091760635376,17.12278723716736,0.21841678619384766,0.024186407029628754,0.036847591400146484,2.5281546115875244,2.746649742126465
