k11,k12,k13,k21,k22,k23,gamma,lambda
1.155732274055481,1.6039007902145386,1.6107642650604248,1.152944803237915,0.9063447713851929,1.256677269935608,1.0116618871688843,1.5400444269180298
0.8549103736877441,1.2352148294448853,1.2959247827529907,0.9539753198623657,0.6195635199546814,1.0077649354934692,0.7753211259841919,1.2053875923156738
0.8648122549057007,1.2481191158294678,1.3083747625350952,0.9622694253921509,0.6263245940208435,1.016570806503296,0.7844537496566772,1.2181870937347412
0.8725125193595886,1.2581270933151245,1.3180568218231201,0.9687530398368835,0.6315699815750122,1.0234326124191284,0.7915793061256409,1.2280762195587158
0.878382682800293,1.265730619430542,1.325418472290039,0.9737223386764526,0.6355377435684204,1.0286543369293213,0.7970517873764038,1.2355479001998901
0.882718563079834,1.2713161706924438,1.330810308456421,0.9773992300033569,0.6384195685386658,1.0324715375900269,0.8011534810066223,1.2409907579421997
0.8857817649841309,1.2752193212509155,1.3345377445220947,0.9799720644950867,0.6403840184211731,1.03508722782135,0.8041315674781799,1.2447446584701538
0.8878034949302673,1.2777336835861206,1.3368688821792603,0.9816054701805115,0.6415797472000122,1.0366781949996948,0.8062013387680054,1.2471086978912354
0.888992965221405,1.2791227102279663,1.3380461931228638,0.9824510216712952,0.6421424746513367,1.0374068021774292,0.8075537085533142,1.2483536005020142
0.8895381689071655,1.2796216011047363,1.338289499282837,0.9826495051383972,0.642195999622345,1.037421464920044,0.808355987071991,1.2487235069274902
0.8896104097366333,1.2794450521469116,1.3378010988235474,0.9823339581489563,0.6418561935424805,1.0368624925613403,0.8087570667266846,1.2484418153762817
0.8893676400184631,1.2787909507751465,1.3367701768875122,0.981631338596344,0.6412339806556702,1.0358637571334839,0.8088911175727844,1.2477164268493652
0.8889565467834473,1.2778440713882446,1.3353744745254517,0.9806629419326782,0.6404363512992859,1.0345538854599,0.8088798522949219,1.246741533279419
0.8885101079940796,1.27677321434021,1.3337781429290771,0.9795406460762024,0.6395654082298279,1.0330533981323242,0.8088318109512329,1.2456947565078735
0.8881471157073975,1.2757307291030884,1.3321300745010376,0.9783653020858765,0.6387168765068054,1.0314738750457764,0.8088422417640686,1.244735598564148
0.8879697322845459,1.2748486995697021,1.3305609226226807,0.9772233366966248,0.6379777193069458,1.0299148559570312,0.8089908957481384,1.2440028190612793
0.8880624771118164,1.2742385864257812,1.3291823863983154,0.976186215877533,0.6374244689941406,1.0284628868103027,0.8093423247337341,1.2436113357543945
0.8884910345077515,1.2739877700805664,1.3280844688415527,0.9753091931343079,0.637120246887207,1.0271893739700317,0.8099443912506104,1.2436500787734985
0.8893013596534729,1.2741599082946777,1.3273351192474365,0.9746311902999878,0.6371140480041504,1.0261503458023071,0.8108281493186951,1.2441816329956055
0.8905186057090759,1.27479088306427,1.3269778490066528,0.9741744995117188,0.6374378800392151,1.0253852605819702,0.8120067119598389,1.2452399730682373
0.8921444416046143,1.2758870124816895,1.3270281553268433,0.9739435315132141,0.6381045579910278,1.0249137878417969,0.813474178314209,1.2468267679214478
0.8941519856452942,1.277416467666626,1.3274661302566528,0.9739213585853577,0.6391040682792664,1.0247315168380737,0.8152002096176147,1.2489064931869507
0.8964804410934448,1.2793028354644775,1.3282294273376465,0.9740662574768066,0.6403994560241699,1.0248051881790161,0.8171260356903076,1.2513984441757202
0.8990611433982849,1.281459093093872,1.3292455673217773,0.9743322134017944,0.6419463753700256,1.0250945091247559,0.8191877603530884,1.254211664199829
0.9018369317054749,1.2838138341903687,1.3304561376571655,0.9746831655502319,0.6437089443206787,1.0255682468414307,0.821334719657898,1.2572709321975708
0.9047685265541077,1.2863191366195679,1.3318246603012085,0.9750977754592896,0.6456630825996399,1.0262086391448975,0.8235338926315308,1.2605242729187012
0.9078346490859985,1.2889518737792969,1.3333362340927124,0.9755703210830688,0.6477985382080078,1.0270121097564697,0.8257706165313721,1.2639440298080444
0.9110323190689087,1.2917133569717407,1.3349988460540771,0.9761102795600891,0.6501181721687317,1.027988314628601,0.8280470967292786,1.2675262689590454
0.9143737554550171,1.2946271896362305,1.336838960647583,0.9767411947250366,0.6526366472244263,1.0291582345962524,0.8303803205490112,1.2712873220443726
0.9178854823112488,1.2977368831634521,1.3388997316360474,0.97749924659729,0.6553788185119629,1.0305534601211548,0.8327994346618652,1.2752615213394165
0.9216049313545227,1.3011032342910767,1.3412373065948486,0.9784318804740906,0.6583781838417053,1.032213807106018,0.8353431224822998,1.2794986963272095
0.9255784749984741,1.3048005104064941,1.3439180850982666,0.9795957207679749,0.6616745591163635,1.0341860055923462,0.8380565047264099,1.2840598821640015
0.9298606514930725,1.3089172840118408,1.3470163345336914,0.9810564517974854,0.6653141379356384,1.0365240573883057,0.840990424156189,1.2890172004699707
0.9345108270645142,1.3135526180267334,1.350611686706543,0.9828871488571167,0.6693471670150757,1.0392881631851196,0.8441988229751587,1.294451355934143
0.9395950436592102,1.3188179731369019,1.354788899421692,0.985169529914856,0.6738296747207642,1.0425466299057007,0.8477391004562378,1.300452470779419
0.945183277130127,1.324834942817688,1.3596365451812744,0.9879927039146423,0.6788216829299927,1.0463746786117554,0.851670503616333,1.3071188926696777
0.9513499736785889,1.3317348957061768,1.3652468919754028,0.9914523959159851,0.6843873262405396,1.050855278968811,0.8560541272163391,1.3145558834075928
0.9581696391105652,1.339653491973877,1.3717113733291626,0.9956477880477905,0.6905921101570129,1.0560753345489502,0.860950767993927,1.3228728771209717
0.965711236000061,1.348718285560608,1.379114031791687,1.000672698020935,0.6974964141845703,1.0621182918548584,0.866415798664093,1.33217191696167
0.974024772644043,1.3590288162231445,1.387515664100647,1.0065997838974,0.70514315366745,1.0690476894378662,0.8724896311759949,1.3425298929214478
0.9831215739250183,1.370622158050537,1.3969310522079468,1.0134588479995728,0.7135401368141174,1.0768862962722778,0.8791828155517578,1.353971242904663
0.9929521083831787,1.3834376335144043,1.4073028564453125,1.021209716796875,0.7226389646530151,1.0855880975723267,0.8864592909812927,1.3664346933364868
1.003387451171875,1.39728581905365,1.4184786081314087,1.0297218561172485,0.7323177456855774,1.0950188636779785,0.8942210674285889,1.379747986793518
1.0142158269882202,1.411841869354248,1.4302074909210205,1.0387694835662842,0.742378294467926,1.1049506664276123,0.9023069143295288,1.3936213254928589
1.0251604318618774,1.4266752004623413,1.4421615600585938,1.0480518341064453,0.7525628209114075,1.115081548690796,0.9105051159858704,1.4076741933822632
1.0359190702438354,1.4413129091262817,1.4539825916290283,1.0572385787963867,0.7625907063484192,1.1250808238983154,0.9185845851898193,1.4214891195297241
1.0462150573730469,1.4553189277648926,1.4653406143188477,1.0660240650177002,0.772204577922821,1.1346443891525269,0.9263328909873962,1.4346824884414673
1.0558359622955322,1.4683603048324585,1.475982904434204,1.0741748809814453,0.7812075614929199,1.1435401439666748,0.9335876703262329,1.4469614028930664
1.0646566152572632,1.4802398681640625,1.4857579469680786,1.0815523862838745,0.7894831299781799,1.151631474494934,0.9402522444725037,1.4581526517868042
1.072635293006897,1.4908934831619263,1.4946131706237793,1.0881102085113525,0.7969922423362732,1.1588739156723022,0.9462942481040955,1.4681994915008545
1.0797955989837646,1.5003582239151,1.5025721788406372,1.093873143196106,0.8037559986114502,1.1652947664260864,0.9517310857772827,1.4771358966827393
1.08620285987854,1.5087370872497559,1.5097073316574097,1.0989112854003906,0.8098340630531311,1.1709657907485962,0.9566113948822021,1.4850530624389648
1.0919426679611206,1.516162395477295,1.5161148309707642,1.103316068649292,0.8153042197227478,1.1759802103042603,0.960999071598053,1.4920696020126343
