time,x,y,z,vx,vy,vz,phi,theta,psi,p,q,r,dot_phi,dot_theta,dot_psi
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,1.2751677089599705e-05,0.0001892080434341412,0.000644439391020481,0.002600616008857196,0.03943102147866052,0.12885320932610586,-0.0432518123772577,0.0013676932605661614,-2.9570507346364423e-05,-8.646934187019182,0.27353697330811655,0.0,-8.646950363122405,0.2732811577477237,-0.011827292517534675
0.02,5.621165188560304e-05,0.0008310328870865829,0.002422309879146829,0.006108533716551796,0.09127315343710392,0.22653213103701103,-0.11757570233522295,0.0019215551157376015,-1.4782001197108742e-05,-6.218810142336745,-0.16332342517285808,0.006658012810112426,-6.2187606224574745,-0.16141481165805316,0.02577074648487047
0.03,0.00013733437559928876,0.002052268025468029,0.005159973575578099,0.010062112652515581,0.154628003641263,0.32075985837159543,-0.17129261188646833,0.00021749034865336777,0.00021922508853936792,-4.525298682159265,-0.1804195715696021,-0.010033683449554173,-4.5252941438339835,-0.17948948082476107,0.02086678946984303
0.04,0.00025945983008914767,0.003949353010228667,0.008824599014347411,0.014303744369415776,0.2259550880395832,0.41193995856874666,-0.20993147077062374,-0.001702697835396431,0.0004099931189198866,-3.20297551446028,-0.20370547119939938,-0.025835965195298134,-3.2030047702891316,-0.20461718900005318,0.01718205214059213
0.05,0.00042531118071539116,0.006587919241212509,0.01338619105759252,0.018800310051876486,0.30253433781264794,0.5002019811982459,-0.23616604291363405,-0.003909427912738696,0.0005664204093926836,-2.0443188491883637,-0.23348942891876304,-0.04183233976921975,-2.04437342488132,-0.23679606814038145,0.013960055842997691
0.060000000000000005,0.0006372372064780458,0.010008724846952307,0.01881584831072122,0.023510053363982188,0.38207979275331566,0.5856160798265773,-0.25178648455871916,-0.006468365532148093,0.0006925013868684155,-1.0800315366141362,-0.2691394778453202,-0.05782203957549037,-1.0801030330083747,-0.2750586775526653,0.011053316707418336
0.07,0.0008971335259168088,0.01423166764627376,0.025085337095514533,0.02838436065326013,0.46269744468986407,0.6682315646029087,-0.25842744073932933,-0.0094350860156728,0.000790213018595389,-0.24834705902477872,-0.30988096431448486,-0.07344189662743592,-0.24842433681813333,-0.3183596149002885,0.008190591987600415
0.08,0.0012063833731469297,0.01925945199970477,0.03216698118162646,0.03336968397043197,0.5428327144629355,0.7481029997894063,-0.2574775536774472,-0.012854948169798795,0.0008607399786364782,0.4381944633902072,-0.3550430816695497,-0.08777286071866067,0.438123378759845,-0.36568988251016704,0.005529900801352363
0.09,0.0015658166091460908,0.025080897325173157,0.04003370267618487,0.038409229955104617,0.6212586577888796,0.8252907729165793,-0.2502532162598484,-0.016763670338253944,0.0009059605257485969,1.0065651869842505,-0.40392481093151444,-0.10010538583221187,1.006514143238435,-0.4161334779405298,0.003045045362271733
0.09999999999999999,0.001975684002319128,0.03167403435508233,0.04865910513737215,0.04344430064977426,0.6970357075994451,0.8998701593701495,-0.23783332224945947,-0.021187898902388567,0.0009275864201541349,1.477292172589179,-0.45576783952157757,-0.10973119295280126,1.4772765882120962,-0.46879069679723384,0.0007355870092264996
0.10999999999999999,0.0024356443833392387,0.03900871849198821,0.05801761001291503,0.048415526291975215,0.7694618141352656,0.9719301091434926,-0.22112314852479614,-0.026145419888578037,0.0009273918237074431,1.8645720324185842,-0.509756781680831,-0.11600622137377656,1.8646080945791588,-0.5227882155216975,-0.0013794488532161682
0.11999999999999998,0.0029447634898654676,0.04704878688066097,0.0680845751509546,0.053263963014436595,0.8380307366633849,1.0415702043761488,-0.20091237747516705,-0.031645427725428825,0.0009073870659293049,2.177328826056398,-0.5650170526496475,-0.11840288571948564,2.1774321656267865,-0.5772805699706852,-0.0032660901677417356
0.12999999999999998,0.00350152320416795,0.05575384243951343,0.0788363825433922,0.05793206716455891,0.9023987168111371,1.108897236277956,-0.17792182603736056,-0.03768883353424261,0.00086995036716381,2.4204157433215534,-0.6206253107723143,-0.11655709188567945,2.420599599683988,-0.6314566945084255,-0.004879426578354538
0.13999999999999999,0.0041038400506886825,0.06508074386525983,0.09025049274943733,0.062364564217294055,0.962358593021361,1.1740218314111004,-0.1528382021047638,-0.04426865866384322,0.0008179182185755302,2.595808836010228,-0.6756324996595955,-0.11030909859014422,2.5960818120840963,-0.6845505077163937,-0.006168365197363961
0.15,0.004749091946063644,0.0749848695099059,0.10230546797518623,0.06650922020787789,1.0178201040339663,1.237055499729826,-0.1263374601412098,-0.051370509189209206,0.0007546263974818081,2.70369412301068,-0.7290907276121681,-0.09973349047528898,2.704057734426457,-0.7358464821070704,-0.007081327300433977
0.16,0.005434152313667443,0.08542121008597608,0.11498096777050976,0.07031753287410132,1.0687950533420845,1.2981080699400742,-0.09909782258924685,-0.05897312146663235,0.0006838918295620293,2.7434475379925414,-0.7800903528269372,-0.0851564669141746,2.743893885565121,-0.784688110379386,-0.007573050002761857
0.17,0.006155430789636596,0.09634533254358342,0.12825772150225395,0.07374534888657228,1.1153861398505587,1.357285556473076,-0.07180380553599089,-0.06704901209369943,0.0006099267283842511,2.714453684186125,-0.8278051446905916,-0.06715624328933104,2.714963665734181,-0.8304899994149333,-0.007611802802922552
0.18000000000000002,0.006908919800085776,0.10771424621851336,0.14211748118377232,0.07675341336938969,1.1577784084333977,1.4146882870426856,-0.04514319188310452,-0.07556529076088725,0.0005371847204676136,2.6166963626891215,-0.8715454401637969,-0.04654376046917613,2.6172388482613456,-0.8727579466856934,-0.0071858678311706595
