time,out1,out2,out3,out1_obs,out2_obs,out3_obs
0.0,0.25,3.6249999999999996,0.625,0.0,0.0,0.0
0.01,0.3128264788104485,3.624309160160957,0.6878264788104484,0.010521510984166647,0.026267557579981542,0.11645757202959164
0.02,0.3756207158912398,3.6222370302404077,0.7506207158912398,0.028303048611259443,0.08971097106822591,0.31562697054477207
0.03,0.438350488702292,3.618784778789387,0.813350488702292,0.05449644910352886,0.1943718260482309,0.47977448437162934
0.04,0.5009836130707398,3.6139543525974593,0.8759836130707399,0.08740580108578264,0.33945700119988664,0.6279916503784573
0.05,0.5634879623447122,3.6077484754999847,0.9384879623447121,0.12651271392017577,0.5218784201237607,0.7639936489694199
0.060000000000000005,0.6258314865113354,3.600170646709356,1.0008314865113355,0.1711770887569461,0.7371660418246854,0.8880280449627495
0.07,0.6879822312670716,3.591225138671225,1.0629822312670716,0.22063151917223378,0.9798824412764897,0.9999281261049559
0.08,0.7499083570285316,3.580916994447088,1.1249083570285316,0.2740316430422535,1.2439048166687612,1.0996041824289315
0.09,0.8115781578719419,3.569252024624842,1.1865781578719419,0.3305105795917571,1.5226397712312014,1.1871570841315973
0.09999999999999999,0.8729600803894829,3.5562368037592806,1.2479600803894828,0.38922850925192043,1.8092065796644177,1.2629094513461994
0.10999999999999999,0.9340227424507821,3.541878666344725,1.309022742450782,0.4494139204516116,2.096590543565549,1.3274187194397848
0.11999999999999998,0.9947349518578865,3.5261857023223477,1.3697349518578865,0.510395052315049,2.3777768681927443,1.381449085174167
0.12999999999999998,1.055065724882122,3.50916675212498,1.430065724882122,0.5716202501055544,2.645871714026983,1.4259338893500095
0.13999999999999999,1.1149843046713144,3.49083140126252,1.4899843046713146,0.6326667959679431,2.894213284533507,1.4619332326307473
0.15,1.1744601795159266,3.4711899744513324,1.5494601795159268,0.6932388011885959,3.1164713427466997,1.4905908058879942
0.16,1.2334631009627632,3.4502535292913152,1.608463100962763,0.753155823528257,3.306725098581209,1.5130921456475594
0.17,1.291963101764976,3.4280338494946085,1.666963101764976,0.8123348159828192,3.4594861917213215,1.5306252309181727
0.18000000000000002,1.3499305136572255,3.404543437670167,1.7249305136572257,0.8707685377590283,3.569546554538831,1.544344463730349
0.19000000000000003,1.4073359849449456,3.3797955076687383,1.7823359849449454,0.9285035302737378,3.63102221002132,1.555338328127323
0.20000000000000004,1.4641504978967848,3.353803976493033,1.8391504978967848,0.9856201611115483,3.618427296261676,1.5646034007847331
0.21000000000000005,1.5203453859294227,3.3265834557781586,1.8953453859294227,1.042216336654563,3.5713400664273163,1.5730259341427517
0.22000000000000006,1.5758923505740863,3.2981492428476535,1.9508923505740863,1.0983955994216428,3.510432572756002,1.581378762282022
0.23000000000000007,1.6307634782142246,3.268517311350735,2.0057634782142246,1.1542586664001764,3.4429028865086386,1.590309470387218
0.24000000000000007,1.6849312565839625,3.2377043014866045,2.0599312565839623,1.2098971452138685,3.37359752933957,1.600371714855699
0.25000000000000006,1.7383685910170714,3.2057275098219677,2.1133685910170716,1.2653864394295624,3.306210905397215,1.6120071044637323
0.26000000000000006,1.7910488204363972,3.172604878708121,2.166048820436397,1.3207785594811965,3.243619194652724,1.6256370441181955
0.2700000000000001,1.8429457330737968,3.138354985304249,2.217945733073797,1.3760972859080471,3.187977942208711,1.6415263424943043
0.2800000000000001,1.8940335819108547,3.102997030213807,2.2690335819108545,1.4313366412755337,3.1407298833074275,1.660039679520115
0.2900000000000001,1.9442870998307855,3.066550825741106,2.3192870998307855,1.4864624388164474,3.1025707392959476,1.6812566012069032
0.3000000000000001,1.9936815144721391,3.0290367837754597,2.368681514472139,1.541416430351479,3.0733916526574574,1.705524510007725
0.3100000000000001,2.042192562775094,2.990475903310482,2.417192562775094,1.5961214652745432,3.052210990577493,1.7327552053933835
0.3200000000000001,2.0897965052113285,2.9508897576063466,2.4647965052113285,1.6504880883132496,3.0371385195491105,1.763251245521614
0.3300000000000001,2.136470139688655,2.9103004810030666,2.511470139688655,1.7044197425570435,3.025561340551111,1.7968296905644412
0.34000000000000014,2.1821908151218006,2.8687307553930372,2.5571908151218,1.757819202190837,3.014912816182115,1.8336792356159681
0.35000000000000014,2.226936444660946,2.8262037963613165,2.601936444660946,1.8105919781514492,3.003567724116105,1.873598737658545
0.36000000000000015,2.270685518569827,2.7827433390023395,2.645685518569827,1.8626512012089655,2.990761547560172,1.9166254699631986
0.37000000000000016,2.3134171167454345,2.7383736234219267,2.688417116745435,1.9139191112814793,2.9761198571151386,1.9625632210003634
0.38000000000000017,2.35511092087158,2.6931193799336817,2.73011092087158,1.9643294704703687,2.9594326837989184,2.0113157181115393
0.3900000000000002,2.3957472261988153,2.647005813959043,2.7707472261988153,2.0138270840406225,2.9405797994207266,2.0626741240130397
0.4000000000000002,2.435306952943423,2.600058590640447,2.810306952943423,2.0623680875159067,2.9195028982958724,2.116448624599797
0.4100000000000002,2.4737716572984634,2.5523038191772307,2.8487716572984634,2.10991965836469,2.896191335751836,2.1723963339504833
0.4200000000000002,2.5111235420500626,2.5037680368940896,2.886123542050062,2.156461336993005,2.8706727028168815,2.2302598403363194
0.4300000000000002,2.547345466792421,2.4544781930520623,2.9223454667924207,2.201987080793385,2.8430052408864825,2.289747012170124
0.4400000000000002,2.58242095773524,2.404461632412174,2.95742095773524,2.246507559406326,2.813271083000109,2.350539409088322
0.45000000000000023,2.6163342170975326,2.353746078562029,2.991334217097533,2.290050359269907,2.7815696714407325,2.412289356397736
0.46000000000000024,2.6490701320820573,2.302359617015793,3.0240701320820573,2.3326559487162526,2.7480110727615084,2.4746261690137117
0.47000000000000025,2.6806142834248448,2.250330678098141,3.0556142834248443,2.37436810581887,2.71270921128502,2.5371638334958986
0.48000000000000026,2.710952953514594,2.1976880196228774,3.0859529535145938,2.415219879808618,2.6757754323485554,2.5995129238735766
0.49000000000000027,2.740073134076956,2.1444607093770784,3.115073134076956,2.4552187076034957,2.6373130878722355,2.6612931762207372
0.5000000000000002,2.767962533419005,2.0906781074217093,3.142962533419005,2.494335306937044,2.5974138284613204,2.722145071422099
0.5100000000000002,2.7946095832294793,2.0363698482197994,3.169609583229479,2.532499940240956,2.556156005709981,2.7817384802631553
0.5200000000000002,2.820003444930646,1.9815658226033495,3.1950034449306455,2.5696072025082537,2.5136051566309168,2.839777857917941
0.5300000000000002,2.8441340155779318,1.9262961595902561,3.2191340155779318,2.6055278670996858,2.4698161399214933,2.896004334150476
0.5400000000000003,2.866991933303739,1.8705912080626301,3.241991933303739,2.6401247322830828,2.4248362740367218,2.9501955035883776
0.5500000000000003,2.8885685823021543,1.814481518317969,3.2635685823021543,2.6732690130797625,2.378708802399648,3.0021637762552307
0.5600000000000003,2.9088560973515585,1.7579978235047156,3.2838560973515585,2.7048542839201546,2.331476126543371,3.051754029295254
0.5700000000000003,2.927847367872417,1.7011710209538249,3.302847367872417,2.7348060895908315,2.2831824427569294,3.098840927337506
0.5800000000000003,2.945536041517831,1.644032153418004,3.3205360415178307,2.763086359439569,2.233875590233413,3.1433262814681124
0.5900000000000003,2.961916527294729,1.586612390230359,3.336916527294729,2.78969284633398,2.18360807104694,3.1851365182067313
